S1_ALL_ID,S1_ALL_S1_F1_RA,S1_ALL_S1_F1_DEC,S1_ALL_S1_F1_MAG1_1,S1_ALL_S1_F1_ERR1_1,S1_ALL_S1_F3_ID,S1_ALL_S1_F3_RA,S1_ALL_S1_F3_DEC,S1_ALL_S1_F3_MAG1_3,S1_ALL_S1_F3_ERR1_3,S1_ALL_S1_F4_ID,S1_ALL_S1_F4_RA,S1_ALL_S1_F4_DEC,S1_ALL_S1_F4_MAG1_4,S1_ALL_S1_F4_ERR1_4,S1_ALL_Separation_S1_F3_S1_F1,S1_ALL_Separation_S1_F4_S1_F1,S1_ALL_Separation_S1_F4_S1_F3,S1_ALL_Separation_max,S1_ALL_ncat,S1_ALL_dist_bayesfactor,S1_ALL_dist_bayesfactor_corrected,S1_ALL_dist_post,S1_ALL_p_single,S1_ALL_p_any,S1_ALL_p_i,S1_ALL_match_flag,S1_ALL_36_asn,S1_ALL_RA,S1_ALL_DEC,S2_ALL_ID,S2_ALL_S2_F1_RA,S2_ALL_S2_F1_DEC,S2_ALL_S2_F1_MAG2_1,S2_ALL_S2_F1_ERR2_1,S2_ALL_S2_F3_ID,S2_ALL_S2_F3_RA,S2_ALL_S2_F3_DEC,S2_ALL_S2_F3_MAG2_3,S2_ALL_S2_F3_ERR2_3,S2_ALL_S2_F4_ID,S2_ALL_S2_F4_RA,S2_ALL_S2_F4_DEC,S2_ALL_S2_F4_MAG2_4,S2_ALL_S2_F4_ERR2_4,S2_ALL_Separation_S2_F3_S2_F1,S2_ALL_Separation_S2_F4_S2_F1,S2_ALL_Separation_S2_F4_S2_F3,S2_ALL_Separation_max,S2_ALL_ncat,S2_ALL_dist_bayesfactor,S2_ALL_dist_bayesfactor_corrected,S2_ALL_dist_post,S2_ALL_p_single,S2_ALL_p_any,S2_ALL_p_i,S2_ALL_match_flag,S2_ALL_45_asn,S2_ALL_RA,S2_ALL_DEC,Separation_S2_ALL_S1_ALL,Separation_max,ncat,dist_bayesfactor,dist_post,p_single,p_any,p_i,match_flag
'3805',10.60889734,40.84587022,16.19450491,0.044,'6181',10.6088711,40.84585411,16.22850491,0.0266,'-99',-99,-99,-99,-99,0.09203247,nan,nan,0.09203247,2,12.536889,12.536889,0.9913683,0.9913683,0.9913683,1,1,2,10.60888422,40.845862165,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3809',10.70700231,40.71641243,17.58550491,0.0535,'2715',10.70699463,40.71635871,17.57950491,0.0458,'2540',10.70696234,40.71638973,17.59550491,0.0423,0.19452405,0.1362821,0.14224437,0.19452405,3,24.827858,24.827858,0.999868,0.999868,0.98891026,0.9811704,1,3,10.7069864266667,40.7163869566667,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3820',10.61960619,40.83732497,17.20350491,0.0414,'4064',10.61956777,40.83730678,17.46150491,0.0534,'6254',10.6195749,40.83732192,17.41550491,0.0468,0.12344323,0.0859274,0.057860244,0.12344323,3,25.194666,25.194666,0.99994326,0.99994326,0.9926541,0.9878745,1,3,10.6195829533333,40.83731789,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3831',10.62966862,40.82690901,16.77950491,0.0177,'6616',10.62963428,40.82687632,16.78850491,0.0262,'-99',-99,-99,-99,-99,0.1503335,nan,nan,0.1503335,2,12.383472,12.383472,0.9877559,0.9877559,0.9877559,1,1,2,10.62965145,40.826892665,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3838',10.66382154,40.78300634,17.55850491,0.0556,'2417',10.66383858,40.78300775,17.72050491,0.0388,'-99',-99,-99,-99,-99,0.046725523,nan,nan,0.046725523,2,12.605145,12.605145,0.9926144,0.9926144,0.9952108,0.6467603,1,2,10.66383006,40.783007045,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3843',10.72528801,40.70251592,17.05550491,0.0411,'1819',10.7253414,40.70249242,17.27450491,0.0402,'3737',10.72528721,40.70249422,16.97250491,0.0288,0.1684899,0.0781505,0.14803624,0.1684899,3,24.974321,24.974321,0.99990577,0.99990577,0.99237657,0.98213416,1,3,10.72530554,40.7025008533333,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3845',10.70370812,40.73353598,17.77150491,0.0521,'5197',10.70368281,40.73353705,17.86450491,0.0427,'-99',-99,-99,-99,-99,0.069150746,nan,nan,0.069150746,2,12.576932,12.576932,0.9921226,0.9921226,0.9921226,1,1,2,10.703695465,40.733536515,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3848',10.68411197,40.75890892,17.54850491,0.0501,'4337',10.68409324,40.75887716,17.62250491,0.0445,'-99',-99,-99,-99,-99,0.12522501,nan,nan,0.12522501,2,12.458592,12.458592,0.98968065,0.98968065,0.98968065,1,1,2,10.684102605,40.75889304,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3851',10.70321257,40.73582738,18.17950491,0.0433,'927',10.70316306,40.73579418,18.09250491,0.0536,'-99',-99,-99,-99,-99,0.18034594,nan,nan,0.18034594,2,12.275719,12.275719,0.98436177,0.98436177,0.98436177,1,1,2,10.703187815,40.73581078,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3855',10.61125367,40.85696623,16.82850491,0.0291,'370',10.61127117,40.85695754,16.84950491,0.0374,'-99',-99,-99,-99,-99,0.057001635,nan,nan,0.057001635,2,12.593573,12.593573,0.99241644,0.99241644,0.99241644,1,1,2,10.61126242,40.856961885,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3856',10.6109435,40.85778975,17.00850491,0.0331,'3983',10.61089334,40.85781124,17.19650491,0.0362,'-99',-99,-99,-99,-99,0.15696561,nan,nan,0.15696561,2,12.361344,12.361344,0.9871241,0.9871241,0.9871241,1,1,2,10.61091842,40.857800495,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3857',10.61231251,40.85744771,17.16350491,0.0443,'3984',10.61228595,40.85743828,17.13750491,0.0354,'-99',-99,-99,-99,-99,0.07988982,nan,nan,0.07988982,2,12.559554,12.559554,0.99180365,0.99180365,0.99180365,1,1,2,10.61229923,40.857442995,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3861',10.68162946,40.76849312,18.31450491,0.0587,'-99',-99,-99,-99,-99,'815',10.68161202,40.76847313,18.65850491,0.0744,nan,0.08625425,nan,0.08625425,2,12.548074,12.548074,0.99168164,0.99168164,0.99168164,1,1,2,10.68162074,40.768483125,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3862',10.68257471,40.76805738,18.72350491,0.0739,'9077',10.68252725,40.76805515,19.01550491,0.0813,'-99',-99,-99,-99,-99,0.12964816,nan,nan,0.12964816,2,12.446353,12.446353,0.98938876,0.98938876,0.98938876,1,1,2,10.68255098,40.768056265,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3863',10.68106346,40.76944011,17.42650491,0.0299,'857',10.68100315,40.76945049,17.48350491,0.037,'-99',-99,-99,-99,-99,0.16862397,nan,nan,0.16862397,2,12.320131,12.320131,0.98586047,0.98586047,0.98586047,1,1,2,10.681033305,40.7694453,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3870',10.67882838,40.76876406,18.10750491,0.059,'5697',10.67887505,40.76877386,18.37350491,0.0916,'-99',-99,-99,-99,-99,0.13204443,nan,nan,0.13204443,2,12.439544,12.439544,0.98922294,0.98922294,0.98922294,1,1,2,10.678851715,40.76876896,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3877',10.63373631,40.83162841,16.41350491,0.035,'7459',10.63368566,40.8316242,16.33850491,0.0422,'-99',-99,-99,-99,-99,0.13879468,nan,nan,0.13879468,2,12.419695,12.419695,0.9887246,0.9887246,0.9887246,1,1,2,10.633710985,40.831626305,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3879',10.65393043,40.80980263,17.28850491,0.0446,'5136',10.65389815,40.80976378,17.13350491,0.0549,'536',10.65386847,40.80978714,17.03850491,0.0313,0.16521823,0.1777985,0.11667191,0.1777985,3,24.85771,24.85771,0.99987674,0.99987674,0.9877694,0.9834097,1,3,10.6538990166667,40.8097845166667,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3883',10.62299712,40.84759645,17.14650491,0.0504,'2199',10.6230015,40.84756958,17.16050491,0.061,'-99',-99,-99,-99,-99,0.09746461,nan,nan,0.09746461,2,12.525712,12.525712,0.99114525,0.99114525,0.9941818,0.655062,1,2,10.62299931,40.847583015,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3886',10.59396127,40.88637688,17.98150491,0.0873,'-99',-99,-99,-99,-99,'6246',10.59393979,40.88637067,17.37550491,0.0458,nan,0.06258947,nan,0.06258947,2,12.586317,12.586317,0.99237746,0.99237746,0.99237746,1,1,2,10.59395053,40.886373775,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3887',10.70376742,40.74017735,17.60950491,0.076,'6392',10.70373075,40.74016899,17.45450491,0.0386,'-99',-99,-99,-99,-99,0.104452185,nan,nan,0.104452185,2,12.510394,12.510394,0.9908303,0.9908303,0.9908303,1,1,2,10.703749085,40.74017317,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3894',10.6025425,40.88096989,17.86450491,0.1044,'-99',-99,-99,-99,-99,'5471',10.60256496,40.88098748,17.52350491,0.0564,nan,0.088017926,nan,0.088017926,2,12.544737,12.544737,0.991618,0.991618,0.991618,1,1,2,10.60255373,40.880978685,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3895',10.60363852,40.88287429,16.30450491,0.0354,'4018',10.60362825,40.88288296,16.31850491,0.04,'-99',-99,-99,-99,-99,0.041899156,nan,nan,0.041899156,2,12.60979,12.60979,0.9926924,0.9926924,0.9926924,1,1,2,10.603633385,40.882878625,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3896',10.60632502,40.88415394,16.39950491,0.0332,'1660',10.60633414,40.88413151,16.35750491,0.0282,'-99',-99,-99,-99,-99,0.08447708,nan,nan,0.08447708,2,12.551368,12.551368,0.991649,0.991649,0.991649,1,1,2,10.60632958,40.884142725,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3907',10.69978064,40.75014772,16.55350491,0.0374,'943',10.69976281,40.75010121,16.52750491,0.0305,'-99',-99,-99,-99,-99,0.17435409,nan,nan,0.17435409,2,12.298794,12.298794,0.985159,0.985159,0.985159,1,1,2,10.699771725,40.750124465,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3913',10.70725985,40.74499089,16.96250491,0.0472,'974',10.7072212,40.74495605,16.94450491,0.0294,'-99',-99,-99,-99,-99,0.16384023,nan,nan,0.16384023,2,12.3373995,12.3373995,0.9864042,0.9864042,0.9864042,1,1,2,10.707240525,40.74497347,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3915',10.65653565,40.81704891,18.10950491,0.0866,'-99',-99,-99,-99,-99,'4263',10.65655754,40.81704525,18.04150491,0.0752,nan,0.06107706,nan,0.06107706,2,12.588347,12.588347,0.99241275,0.99241275,0.99241275,1,1,2,10.656546595,40.81704708,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3917',10.65504604,40.82193749,17.07050491,0.0455,'5655',10.65499586,40.82193672,17.31350491,0.0524,'-99',-99,-99,-99,-99,0.13673253,nan,nan,0.13673253,2,12.425863,12.425863,0.9888819,0.9888819,0.9888819,1,1,2,10.65502095,40.821937105,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0.99771273,0,0
'3917',10.65504604,40.82193749,17.07050491,0.0455,'5655',10.65499586,40.82193672,17.31350491,0.0524,'-99',-99,-99,-99,-99,0.13673253,nan,nan,0.13673253,2,12.425863,12.425863,0.9888819,0.9888819,0.9888819,1,1,2,10.65502095,40.821937105,'1303',10.65498941,40.82191507,18.05555224,0.0885,'2650',10.65500063,40.82189099,17.74655224,0.0706,'-99',-99,-99,-99,-99,0.09191908,nan,nan,0.09191908,2,12.537115,12.537115,0.9907242,0.9907242,0.9907242,1,1,2,10.65499502,40.82190303,0.14155574,0.14155574,2,12.41129,0.99771273,0.99771273,0.99771273,1,1
'3923',10.63462452,40.84646445,17.31350491,0.0614,'7351',10.63463631,40.84645037,17.86350491,0.082,'2213',10.63458156,40.84644065,17.48550491,0.0657,0.06000132,0.14501089,0.15315036,0.15315036,3,25.034601,25.034601,0.999918,0.999918,0.9936036,0.9827041,1,3,10.63461413,40.8464518233333,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3929',10.72063775,40.7270041,19.23150491,0.1266,'4538',10.720631,40.72698001,18.78250491,0.0657,'-99',-99,-99,-99,-99,0.08865761,nan,nan,0.08865761,2,12.5435095,12.5435095,0.99149776,0.99149776,0.99149776,1,1,2,10.720634375,40.726992055,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3930',10.66217113,40.80551388,17.14950491,0.0499,'-99',-99,-99,-99,-99,'3692',10.66211225,40.80550898,16.86150491,0.0751,nan,0.1614122,nan,0.1614122,2,12.345974,12.345974,0.9868173,0.9868173,0.9868173,1,1,2,10.66214169,40.80551143,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3937',10.69867009,40.75719577,18.47350491,0.0857,'5791',10.69873232,40.75716925,18.24150491,0.0728,'-99',-99,-99,-99,-99,0.19471036,nan,nan,0.19471036,2,12.217225,12.217225,0.98214734,0.98214734,0.98214734,1,1,2,10.698701205,40.75718251,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3938',10.61606144,40.86871869,17.69750491,0.0572,'2237',10.61609829,40.86871052,17.64850491,0.0639,'-99',-99,-99,-99,-99,0.10454164,nan,nan,0.10454164,2,12.510191,12.510191,0.990826,0.990826,0.990826,1,1,2,10.616079865,40.868714605,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3940',10.67687208,40.78709898,18.06650491,0.0452,'-99',-99,-99,-99,-99,'4323',10.67686203,40.78710733,18.25950491,0.0605,nan,0.040669423,nan,0.040669423,2,12.610892,12.610892,0.9927938,0.9927938,0.9927938,1,1,2,10.676867055,40.787103155,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3949',10.60781597,40.88009482,17.52550491,0.0485,'379',10.60777645,40.88009881,17.63850491,0.0685,'-99',-99,-99,-99,-99,0.108523935,nan,nan,0.108523935,2,12.500978,12.500978,0.9906312,0.9906312,0.9906312,1,1,2,10.60779621,40.880096815,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3951',10.66240541,40.81395688,17.42250491,0.0742,'5162',10.66244399,40.81391374,17.47250491,0.0578,'5684',10.66243049,40.81391793,17.47350491,0.0491,0.1875329,0.15598422,0.03975501,0.1875329,3,24.940527,24.940527,0.99989814,0.99989814,0.9863267,0.9862314,1,3,10.66242663,40.8139295166667,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3953',10.69525111,40.76530975,18.67450491,0.0862,'-99',-99,-99,-99,-99,'2605',10.6952246,40.76527979,18.47050491,0.0831,nan,0.12983702,nan,0.12983702,2,12.445821,12.445821,0.98949647,0.98949647,0.98949647,1,1,2,10.695237855,40.76529477,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3955',10.73902683,40.70573181,18.09050491,0.0496,'-99',-99,-99,-99,-99,'4548',10.7389627,40.70571414,18.26050491,0.0596,nan,0.18621589,nan,0.18621589,2,12.252357,12.252357,0.98369783,0.98369783,0.98369783,1,1,2,10.738994765,40.705722975,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3956',10.7133592,40.74022581,17.69450491,0.0369,'965',10.71328608,40.74022246,17.90750491,0.0472,'-99',-99,-99,-99,-99,0.19980896,nan,nan,0.19980896,2,12.195385,12.195385,0.9812439,0.9812439,0.9812439,1,1,2,10.71332264,40.740224135,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3969',10.69365695,40.77229571,18.25450491,0.0397,'6943',10.69361952,40.7723258,18.10250491,0.0424,'-99',-99,-99,-99,-99,0.14882036,nan,nan,0.14882036,2,12.388387,12.388387,0.987892,0.987892,0.987892,1,1,2,10.693638235,40.772310755,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3973',10.63056003,40.85687444,15.83450491,0.0268,'4176',10.63052684,40.85683099,15.87950491,0.0282,'-99',-99,-99,-99,-99,0.18064934,nan,nan,0.18064934,2,12.274529,12.274529,0.98431957,0.98431957,0.98431957,1,1,2,10.630543435,40.856852715,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3974',10.6784142,40.79284943,17.72650491,0.0404,'4389',10.6783514,40.79283627,17.64050491,0.0338,'-99',-99,-99,-99,-99,0.1775956,nan,nan,0.1775956,2,12.2864065,12.2864065,0.98473614,0.98473614,0.98473614,1,1,2,10.6783828,40.79284285,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3977',10.70128751,40.7631639,18.57050491,0.0939,'5800',10.7012759,40.76312097,18.90550491,0.1327,'-99',-99,-99,-99,-99,0.15775692,nan,nan,0.15775692,2,12.358641,12.358641,0.9870447,0.9870447,0.9870447,1,1,2,10.701281705,40.763142435,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3979',10.68936038,40.77855537,16.71950491,0.0262,'2685',10.68931021,40.77853179,16.60150491,0.026,'-99',-99,-99,-99,-99,0.16096915,nan,nan,0.16096915,2,12.347525,12.347525,0.9867133,0.9867133,0.9867133,1,1,2,10.689335295,40.77854358,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3983',10.73694719,40.71684133,18.38050491,0.0643,'2973',10.73695548,40.71684345,18.34550491,0.064,'-99',-99,-99,-99,-99,0.023872864,nan,nan,0.023872864,2,12.622663,12.622663,0.9929043,0.9929043,0.9929043,1,1,2,10.736951335,40.71684239,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3984',10.73879617,40.71668539,17.59050491,0.0366,'1096',10.73881894,40.71665246,17.57450491,0.056,'-99',-99,-99,-99,-99,0.13384242,nan,nan,0.13384242,2,12.434354,12.434354,0.9890948,0.9890948,0.9890948,1,1,2,10.738807555,40.716668925,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3991',10.72386676,40.73658926,17.73150491,0.0556,'2862',10.723851,40.73661985,17.71450491,0.0693,'-99',-99,-99,-99,-99,0.1182177,nan,nan,0.1182177,2,12.477114,12.477114,0.99010724,0.99010724,0.99010724,1,1,2,10.72385888,40.736604555,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3998',10.71725709,40.74671814,16.89250491,0.042,'4547',10.71721545,40.74671638,17.00450491,0.0257,'-99',-99,-99,-99,-99,0.11374424,nan,nan,0.11374424,2,12.48838,12.48838,0.9903581,0.9903581,0.9903581,1,1,2,10.71723627,40.74671726,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'4002',10.6712026,40.82798598,16.33850491,0.0414,'6917',10.67116045,40.82794152,16.38850491,0.0305,'-99',-99,-99,-99,-99,0.19697995,nan,nan,0.19697995,2,12.207573,12.207573,0.98175347,0.98175347,0.98175347,1,1,2,10.671181525,40.82796375,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0.99765944,0,0
'4002',10.6712026,40.82798598,16.33850491,0.0414,'6917',10.67116045,40.82794152,16.38850491,0.0305,'-99',-99,-99,-99,-99,0.19697995,nan,nan,0.19697995,2,12.207573,12.207573,0.98175347,0.98175347,0.98175347,1,1,2,10.671181525,40.82796375,'729',10.67115433,40.82801047,16.68955224,0.0457,'-99',-99,-99,-99,-99,'10001',10.67117076,40.82799216,18.13655224,0.1513,nan,0.07967437,nan,0.07967437,2,12.559928,12.559928,0.99117905,0.99117905,0.9942181,0.6534664,1,2,10.671162545,40.828001315,0.14478034,0.14478034,2,12.401265,0.99765944,0.99765944,0.99765944,1,1
